"USERID","AGE","GENDER","AREA","JOB","INCOME","EDUCATION","FAMILY","INTEREST","DEVICE"
"7a258773-4649-46c0-817c-fd285f6ed356","55-64","男性","静岡県","販売員","300-500万円","高卒","既婚","旅行","スマホ中心"
"390a712d-1980-4b56-97bc-76b6540a5616","55-64","その他","愛知県","弁護士","1000万円以上","専門学校卒","既婚","写真撮影","スマホ中心"
"285dd3b9-0ee5-4cf9-ab03-5e5376a17e34","55-64","男性","群馬県","会社員","300万円未満","大学院卒","独身","映画鑑賞","マルチデバイス"
"59f473f1-20fe-4ad1-aec3-9b245a97b017","25-34","女性","宮城県","教師","300万円未満","高卒","子供あり","アウトドア","スマホ中心"
"90ab1495-9fa4-4a4f-adb5-39ba10b672f0","35-44","女性","茨城県","経営者","500-700万円","大卒","子供あり","旅行","スマホ中心"
"db7843ab-053d-4c0b-9d1e-6b3fa3db372c","65+","女性","群馬県","無職","1000万円以上","高卒","子供あり","スポーツ","PC中心"
"514a2ace-905d-498b-bbfe-a426caab25e6","35-44","その他","大分県","医師","700-1000万円","大卒","独身","テクノロジー","スマホ中心"
"27048654-4988-4f03-802a-898410790c8e","25-34","女性","鹿児島県","医師","300-500万円","大卒","既婚","ファッション","PC中心"
"83035436-728a-4989-9eec-f50217410b5b","35-44","男性","青森県","エンジニア","300-500万円","専門学校卒","子供あり","ファッション","スマホ中心"
"be1085ae-dc8f-422c-803b-eae83c74f2f4","65+","女性","静岡県","販売員","1000万円以上","大卒","子供あり","プログラミング","スマホ中心"
"07ff67dc-386e-480a-bd3f-2180276185bf","65+","その他","茨城県","経営者","300万円未満","大学院卒","既婚","プログラミング","PC中心"
"680a9136-4ec6-4dbd-bb95-92101022da71","25-34","男性","滋賀県","教師","700-1000万円","専門学校卒","独身","ファッション","PC中心"
"7aba45fd-715d-46b6-81f4-99d624af3bf3","65+","男性","長崎県","学生","500-700万円","専門学校卒","独身","投資","スマホ中心"
"2cb5ce8c-e30d-4f1f-bf5a-989d8167a439","18-24","その他","千葉県","エンジニア","1000万円以上","高卒","子供あり","読書","マルチデバイス"
"62b0ff53-bdcf-4c47-89ef-2b5164e09484","35-44","女性","山形県","経営者","300万円未満","専門学校卒","独身","プログラミング","マルチデバイス"
"42f98bdb-e47b-4267-bff9-e466971feb24","45-54","その他","岡山県","デザイナー","500-700万円","専門学校卒","子供あり","テクノロジー","マルチデバイス"
"be3db7ab-a02c-4b54-b36d-2d9ea68ce0ed","65+","女性","福井県","デザイナー","700-1000万円","大学院卒","子供あり","プログラミング","スマホ中心"
"f9aa97b5-9034-478f-89dd-955b8da99820","55-64","女性","三重県","会社員","300-500万円","専門学校卒","既婚","映画鑑賞","スマホ中心"
"411ac545-8ce4-4dea-ac3f-6e2002ea8a2c","55-64","男性","神奈川県","会社員","700-1000万円","大卒","独身","アウトドア","PC中心"
"d262f7c4-6b8e-4bbe-b44f-4b3a2636fd2a","45-54","男性","千葉県","主婦","300万円未満","大卒","独身","読書","マルチデバイス"
"e460e49b-2058-41cb-a2d0-2066aa35e014","25-34","男性","福井県","経営者","700-1000万円","専門学校卒","独身","アウトドア","マルチデバイス"
"f81689d9-6c60-4a50-bf3d-647db920e786","35-44","男性","静岡県","研究者","500-700万円","大学院卒","既婚","ファッション","マルチデバイス"
"b81190ed-134e-4198-8fa0-d11e125fa373","45-54","その他","広島県","弁護士","300万円未満","大卒","既婚","ペット","マルチデバイス"
"039a5f6e-c6e3-42e4-a8d3-ecea99b71dd4","35-44","男性","徳島県","会社員","500-700万円","大学院卒","既婚","アウトドア","スマホ中心"
"e437f727-77d8-4b95-be1d-fd1aae45470e","25-34","その他","埼玉県","無職","500-700万円","大学院卒","子供あり","ペット","スマホ中心"
"78f37aaa-97ef-49aa-8ebc-8bd947d7aefb","65+","女性","香川県","アーティスト","300万円未満","専門学校卒","子供あり","ペット","マルチデバイス"
"c43f83ca-aacb-4632-b986-10eb8b9c5049","45-54","その他","大分県","学生","500-700万円","専門学校卒","独身","音楽","スマホ中心"
"861cce6c-7baf-410f-9d17-ed229dabdbda","45-54","男性","長野県","弁護士","1000万円以上","専門学校卒","既婚","テクノロジー","スマホ中心"
"d5efebfd-fb5c-4b44-bd01-01d82e322151","45-54","その他","北海道","無職","300-500万円","大卒","子供あり","料理","マルチデバイス"
"c5fc7d75-b1a5-43cb-8ff2-d8e505670ed4","65+","女性","鳥取県","アーティスト","500-700万円","大学院卒","独身","映画鑑賞","マルチデバイス"
"eec7de90-9e11-4c1a-ae3e-8e23f3df6cf3","35-44","その他","栃木県","公務員","1000万円以上","大学院卒","独身","写真撮影","マルチデバイス"
"b3355e34-14b6-4edc-8d34-609bcb8bcade","18-24","その他","千葉県","無職","1000万円以上","高卒","既婚","テクノロジー","スマホ中心"
"7455b45b-62dd-4ffd-b6d5-b7ee3729afe8","45-54","男性","福島県","医師","300-500万円","大卒","既婚","読書","スマホ中心"
"00e080db-eee6-4546-af79-43b32a9799cc","18-24","男性","埼玉県","公務員","700-1000万円","専門学校卒","既婚","料理","マルチデバイス"
"08053f47-8e6c-417d-b401-d5979a18eded","35-44","その他","青森県","会社員","1000万円以上","高卒","独身","旅行","PC中心"
"ace7f8c4-9095-411f-8ed6-fde9211d9023","45-54","男性","富山県","主婦","300万円未満","専門学校卒","独身","写真撮影","スマホ中心"
"e5a5efac-a3fb-4497-97c2-61573502510e","45-54","その他","三重県","主婦","500-700万円","専門学校卒","既婚","読書","スマホ中心"
"3b2031f6-8713-47fa-9828-6c25eea8da17","65+","その他","新潟県","教師","300万円未満","大卒","独身","ガーデニング","PC中心"
"5624eb9f-b35d-489a-8d57-3420990c2762","45-54","女性","北海道","フリーランス","300-500万円","大卒","既婚","ゲーム","マルチデバイス"
"ad7287b5-c933-4cd1-8b16-e3817bae0340","55-64","その他","香川県","教師","500-700万円","大卒","既婚","音楽","マルチデバイス"
"6252e7d5-9bd7-4073-8642-967eedc696d6","35-44","その他","広島県","無職","500-700万円","高卒","子供あり","スポーツ","PC中心"
"eca7c525-9479-4054-8e07-3e20310011e5","55-64","その他","神奈川県","エンジニア","500-700万円","大学院卒","既婚","映画鑑賞","PC中心"
"0e588783-8b04-43a5-b692-0010b8145699","25-34","女性","大阪府","アーティスト","500-700万円","専門学校卒","独身","ペット","スマホ中心"
"e4361168-cab3-40b5-a736-c10c76ec1475","45-54","女性","山口県","デザイナー","700-1000万円","大学院卒","独身","ペット","マルチデバイス"
"af33bcfa-24f6-4450-a0fa-bcc794c0045a","55-64","女性","広島県","弁護士","300万円未満","専門学校卒","子供あり","ファッション","マルチデバイス"
"fd2f84b2-c4df-405d-b1a8-857432b9dbde","25-34","女性","京都府","会社員","300-500万円","専門学校卒","既婚","映画鑑賞","PC中心"
"fece95c0-eaad-4d1c-8700-23ced47d8b27","65+","女性","鳥取県","会社員","700-1000万円","大学院卒","独身","料理","スマホ中心"
"00ade809-e7df-43ab-bdc3-7d2d17d3f2d1","18-24","その他","兵庫県","学生","700-1000万円","高卒","独身","旅行","マルチデバイス"
"f6127e34-4146-4282-8fc9-74b8653bfecd","25-34","その他","熊本県","販売員","1000万円以上","高卒","子供あり","スポーツ","PC中心"
"39b46daf-d961-44a8-a6db-0e1c3ca4ec3e","35-44","男性","広島県","弁護士","700-1000万円","専門学校卒","子供あり","投資","スマホ中心"
"7244a2db-2488-4933-8b1f-80c3c5bf3bdf","25-34","その他","香川県","アーティスト","1000万円以上","大卒","既婚","スポーツ","PC中心"
"a1638db9-9f86-43a8-9136-1ea829cd3847","55-64","その他","愛知県","研究者","1000万円以上","高卒","既婚","プログラミング","スマホ中心"
"c2e99213-7a01-45af-bed3-7cb6c4be41dc","18-24","その他","和歌山県","フリーランス","500-700万円","高卒","既婚","スポーツ","スマホ中心"
"00493737-4d0b-42d2-ab3f-e121006a98b8","18-24","女性","鳥取県","主婦","700-1000万円","専門学校卒","独身","プログラミング","マルチデバイス"
"a19e3eb5-9f79-41aa-871b-e1eb7046f78b","55-64","その他","奈良県","販売員","300万円未満","高卒","既婚","スポーツ","マルチデバイス"
"b8d12c9c-5c58-421c-9930-ac63319dd5f9","18-24","女性","茨城県","フリーランス","300万円未満","大卒","既婚","投資","PC中心"
"097c04a9-b000-491b-9f83-11a335155552","25-34","女性","富山県","教師","300-500万円","専門学校卒","独身","ガーデニング","スマホ中心"
"556e81a0-e3d8-4788-bcb9-3a407d3ff2a9","25-34","その他","岩手県","公務員","700-1000万円","大卒","既婚","ゲーム","マルチデバイス"
"a7aeb828-49a2-4398-b2aa-c4bea3203162","35-44","男性","和歌山県","弁護士","700-1000万円","専門学校卒","既婚","テクノロジー","スマホ中心"
"2e441055-17b9-40bf-88bf-fa027b074f68","65+","女性","長野県","デザイナー","500-700万円","高卒","子供あり","ペット","スマホ中心"
"36bcf107-560f-48ea-b44a-5be6ad505407","35-44","女性","青森県","主婦","700-1000万円","大卒","既婚","音楽","マルチデバイス"
"6a70b090-4482-495a-97cd-9b9a8f7988ca","18-24","男性","広島県","主婦","300-500万円","大卒","独身","写真撮影","PC中心"
"656726b1-bc76-4618-a662-dc8c95d01fd9","65+","男性","神奈川県","無職","300-500万円","大卒","子供あり","ファッション","PC中心"
"5ffc4f83-fb72-4694-9202-732f82578976","25-34","男性","鹿児島県","経営者","300万円未満","大学院卒","独身","料理","スマホ中心"
"0c518a20-b779-4125-b856-593f05ac8792","35-44","女性","長崎県","教師","300万円未満","高卒","独身","料理","PC中心"
"34270280-d18e-4493-bd6c-7e189d8a5fa0","45-54","男性","石川県","フリーランス","300-500万円","大学院卒","既婚","プログラミング","スマホ中心"
"2c4b6b28-3867-43bb-9320-bf65b9a82e9f","18-24","その他","秋田県","主婦","1000万円以上","高卒","既婚","プログラミング","スマホ中心"
"76d295fb-7aab-4726-8bc2-67a8c0d5ee61","18-24","女性","富山県","弁護士","500-700万円","大学院卒","既婚","プログラミング","PC中心"
"7c025508-55d6-4b6e-b151-19cec4919a18","65+","男性","群馬県","医師","1000万円以上","大卒","独身","読書","PC中心"
"6d52b1da-9c8e-47b9-bb2b-123c98403123","65+","男性","宮崎県","会社員","300-500万円","高卒","独身","料理","スマホ中心"
"23dfea04-6c7e-4637-bed6-47833cebd6c8","65+","女性","埼玉県","研究者","700-1000万円","高卒","子供あり","ガーデニング","スマホ中心"
"63655069-3183-42d7-ab7b-68311c5e9a33","45-54","女性","滋賀県","主婦","1000万円以上","専門学校卒","既婚","ファッション","スマホ中心"
"f5803887-9d38-46de-ada5-9949e8b92af7","35-44","女性","兵庫県","主婦","300-500万円","大学院卒","既婚","ガーデニング","PC中心"
"7d9fe9b8-dc6e-487b-8348-24120d837fc1","25-34","男性","京都府","主婦","1000万円以上","大卒","独身","ガーデニング","スマホ中心"
"f451606b-2cc5-417e-bb6c-07f31f414311","65+","男性","千葉県","フリーランス","1000万円以上","専門学校卒","子供あり","旅行","PC中心"
"5bc48feb-9a5c-4a9e-978c-bf7a03ae9126","25-34","その他","高知県","研究者","500-700万円","大卒","子供あり","映画鑑賞","マルチデバイス"
"74476eb8-0e97-48c7-bb51-57332b35ef91","45-54","男性","富山県","会社員","300万円未満","大卒","独身","プログラミング","マルチデバイス"
"ade85486-8e50-40a2-9bf7-c8c80e8fd83a","25-34","男性","富山県","経営者","500-700万円","専門学校卒","既婚","写真撮影","PC中心"
"5c8f0609-aa8b-49a2-89d4-043b8c6585c8","65+","男性","島根県","主婦","300万円未満","高卒","子供あり","投資","マルチデバイス"
"c60c2397-0e00-4b43-b26b-685cb02b96e0","25-34","男性","熊本県","学生","500-700万円","大学院卒","既婚","写真撮影","マルチデバイス"
"bbc09239-222d-4143-b990-3b53c5725c87","55-64","男性","鳥取県","主婦","300万円未満","高卒","独身","写真撮影","マルチデバイス"
"6af4dc1c-45e4-4810-bc95-c913ff69bded","65+","女性","奈良県","教師","500-700万円","大学院卒","既婚","プログラミング","PC中心"
"300f798e-4c22-4f49-90f5-722636343e5c","45-54","男性","広島県","主婦","1000万円以上","専門学校卒","子供あり","アウトドア","PC中心"
"2e182bf5-b6ac-4439-b9e2-f22a52c86961","65+","女性","静岡県","デザイナー","1000万円以上","専門学校卒","既婚","料理","PC中心"
"3ec293b3-ef8f-4902-bcd3-141501842f0f","18-24","その他","静岡県","デザイナー","300-500万円","大学院卒","独身","プログラミング","スマホ中心"
"25d33c33-95cb-44ef-8848-04f3bfa64dd2","55-64","男性","和歌山県","フリーランス","1000万円以上","専門学校卒","子供あり","写真撮影","マルチデバイス"
"c15c0cbb-88de-4f3c-b875-1fb9f20b7cf8","25-34","男性","奈良県","主婦","700-1000万円","高卒","既婚","投資","スマホ中心"
"7b94fb8b-7911-41dc-9f3b-061be892e26b","55-64","男性","鳥取県","アーティスト","700-1000万円","大学院卒","子供あり","ゲーム","スマホ中心"
"f8403b2b-25a7-42de-8ed4-b95b03835eb7","35-44","女性","栃木県","無職","300-500万円","大学院卒","子供あり","読書","マルチデバイス"
"9cde3c41-d254-41c2-b262-4e87b2ec814a","45-54","女性","鳥取県","販売員","300万円未満","専門学校卒","子供あり","ゲーム","マルチデバイス"
"8b3dd1f4-f06f-45cc-a679-d84c82470bcd","35-44","その他","広島県","フリーランス","300万円未満","大卒","独身","ファッション","マルチデバイス"
"89c07cf6-2f6a-4885-9fa6-59811d996a20","35-44","その他","山口県","公務員","300万円未満","専門学校卒","既婚","ファッション","スマホ中心"
"5e6a0431-3dc3-48c7-9bef-116d3ec4bdbb","45-54","その他","熊本県","フリーランス","300万円未満","高卒","既婚","ゲーム","PC中心"
"1a10ec27-420c-4475-aa25-bf49a7ba340e","55-64","女性","熊本県","無職","300万円未満","大学院卒","既婚","映画鑑賞","PC中心"
"e3ba7f3d-c2cf-4221-bb64-292ece784aec","25-34","女性","高知県","エンジニア","700-1000万円","大卒","既婚","写真撮影","マルチデバイス"
"af5e261f-1112-4ee8-8db8-bc6e9a591caf","25-34","女性","千葉県","弁護士","1000万円以上","大学院卒","独身","アウトドア","PC中心"
"ff5c8383-3653-43de-aaab-e38bf4c216ee","45-54","その他","愛知県","弁護士","700-1000万円","専門学校卒","子供あり","旅行","PC中心"
"1bf42860-5442-4758-b803-2df194dfacea","35-44","その他","熊本県","研究者","500-700万円","専門学校卒","子供あり","旅行","スマホ中心"
"fb339ee0-ceb1-4262-9092-a046b27ba699","65+","男性","東京都","経営者","300万円未満","大卒","既婚","旅行","スマホ中心"
"f0886e5d-cacc-406a-a5fb-4b3e89725d62","45-54","男性","山形県","エンジニア","300万円未満","大学院卒","独身","投資","PC中心"
"9ccc4790-9c0c-4cc3-90fb-a4380d4dcde9","65+","女性","愛媛県","研究者","1000万円以上","大卒","独身","料理","PC中心"
"b6c451b2-7bcb-486e-902f-b9d1d0f28137","55-64","男性","和歌山県","公務員","1000万円以上","高卒","既婚","旅行","マルチデバイス"
"ed2463b5-0330-4bb1-8f89-59d026b27455","35-44","男性","秋田県","教師","1000万円以上","大学院卒","既婚","写真撮影","PC中心"
"8b9a1e24-9090-4d29-93a6-ce9525d4d012","65+","その他","青森県","デザイナー","300-500万円","専門学校卒","子供あり","音楽","PC中心"
"5217eb7a-8e4a-4d0a-8ae1-0502ecbe6664","55-64","その他","岩手県","弁護士","300万円未満","大卒","既婚","投資","スマホ中心"
"4f2561e7-ca17-4026-87f1-2d15ccfb2b4b","18-24","その他","山口県","研究者","300万円未満","大卒","既婚","ファッション","PC中心"
"aca160b9-3d7c-4251-ab42-0b539a0ecbec","65+","女性","高知県","学生","1000万円以上","大学院卒","独身","ファッション","スマホ中心"
"f17ad611-0a3b-4675-93b9-54940764177b","45-54","女性","福島県","無職","1000万円以上","大学院卒","独身","スポーツ","スマホ中心"
"68d1f2c4-4b15-4408-9ca3-136cac1280e5","55-64","その他","岐阜県","無職","1000万円以上","大卒","子供あり","投資","マルチデバイス"
"02a0a92c-3684-47a5-b5ab-35222910cb4e","18-24","男性","広島県","公務員","300-500万円","大学院卒","独身","テクノロジー","PC中心"
"e19bd538-0abb-4e53-8bba-797ae5683db4","55-64","男性","富山県","弁護士","300-500万円","高卒","独身","アウトドア","PC中心"
"4fe3dba1-837c-4563-8a05-5f76b04d936b","65+","女性","岡山県","エンジニア","1000万円以上","大学院卒","独身","ペット","マルチデバイス"
"a5595f7b-c17d-4a3e-8216-2615ccaf524f","18-24","男性","宮城県","会社員","1000万円以上","大学院卒","子供あり","ゲーム","マルチデバイス"
"30f22388-88b3-4cd4-ae2f-c8850fc9a9bd","45-54","男性","東京都","弁護士","300万円未満","専門学校卒","既婚","料理","マルチデバイス"
"5479b951-ca25-4709-98a2-eaafc615b096","55-64","女性","愛媛県","教師","1000万円以上","高卒","既婚","読書","PC中心"
"e1acaef6-a78d-4d57-ad42-28d63287981f","65+","女性","大分県","フリーランス","1000万円以上","大学院卒","既婚","ペット","マルチデバイス"
"167dda60-19ec-429f-adae-f1f9a8399100","65+","男性","静岡県","学生","300-500万円","高卒","独身","プログラミング","PC中心"
"fa2e8104-9596-4e91-aaae-8760f49ce304","55-64","男性","北海道","公務員","500-700万円","高卒","既婚","ゲーム","PC中心"
"8d4aefca-8d8c-4309-8c25-7740009e4aaf","45-54","女性","兵庫県","教師","700-1000万円","大卒","子供あり","料理","スマホ中心"
"2f213132-40c3-4d1a-90e4-cab1aca98b59","65+","男性","鳥取県","フリーランス","1000万円以上","高卒","子供あり","アウトドア","PC中心"
"605eeea8-406d-4605-9c7f-26367d494e0f","65+","その他","三重県","医師","700-1000万円","大学院卒","既婚","読書","マルチデバイス"
"d7160d98-0cb9-4bcd-95b9-97f7c451ae88","65+","女性","岩手県","主婦","300-500万円","大学院卒","独身","読書","マルチデバイス"
"8b4381ee-4f7b-4db0-ab4c-43990c0f963a","45-54","女性","大分県","公務員","700-1000万円","大卒","子供あり","ファッション","スマホ中心"
"365bd74e-ad0b-4eec-bc12-1b5b4d177016","45-54","その他","茨城県","公務員","300万円未満","大学院卒","独身","ガーデニング","スマホ中心"
"a463422e-1538-4f11-b22c-c3c6600908ed","45-54","男性","石川県","医師","700-1000万円","大学院卒","子供あり","ファッション","PC中心"
"2f4072e1-28a5-41d2-b1e2-584704bcacfb","25-34","女性","岩手県","教師","700-1000万円","高卒","既婚","ガーデニング","スマホ中心"
"93ba591a-9af4-4746-95c4-d82281a6d635","25-34","女性","佐賀県","主婦","300万円未満","大学院卒","子供あり","アウトドア","マルチデバイス"
"300af38e-ebf6-4103-b0b2-7aa5304cca10","25-34","男性","熊本県","弁護士","700-1000万円","大卒","既婚","ゲーム","スマホ中心"
"a5ad9c84-c27a-4842-87d8-3d2ff6fdde73","65+","女性","宮崎県","学生","700-1000万円","専門学校卒","子供あり","プログラミング","スマホ中心"
"2ea95b9f-d086-4588-a2bc-864c00c9f8f4","45-54","男性","宮崎県","エンジニア","700-1000万円","大卒","既婚","ゲーム","PC中心"
"4a790376-f680-4c82-b5d7-35f82c5f9f08","35-44","男性","栃木県","医師","700-1000万円","大学院卒","既婚","スポーツ","スマホ中心"
"1ff240e7-d010-4bf4-a4f7-297524baa1a1","25-34","その他","岐阜県","会社員","300万円未満","大学院卒","独身","ペット","マルチデバイス"
"0997d0fc-4961-40e2-84c6-67c30cc56814","35-44","その他","愛知県","弁護士","500-700万円","大学院卒","子供あり","ペット","PC中心"
"d329b3f2-1bd7-42d0-a94d-5e9cb6a0566a","25-34","女性","青森県","デザイナー","300-500万円","専門学校卒","子供あり","読書","マルチデバイス"
"f276a4fa-f4bc-4b9c-b876-d2b01b5ec6e9","25-34","その他","大阪府","学生","700-1000万円","高卒","子供あり","ガーデニング","PC中心"
"66a0373e-8c35-4c6f-b73d-81ed4518f4f2","35-44","男性","栃木県","研究者","300-500万円","専門学校卒","既婚","旅行","マルチデバイス"
"6df02c84-16ff-49d6-a863-abfbb2cea292","25-34","その他","北海道","エンジニア","500-700万円","大卒","子供あり","ペット","マルチデバイス"
"91ab4ee9-a86f-4cc8-8fdb-bcaf37870c5d","45-54","男性","福島県","教師","1000万円以上","専門学校卒","既婚","ペット","マルチデバイス"
"9e7f094e-2e68-4fd8-8da7-314be8a26a1b","55-64","女性","秋田県","デザイナー","300万円未満","高卒","子供あり","音楽","PC中心"
"1a422633-1fc3-4648-923b-aecc60da9d05","25-34","その他","愛知県","会社員","700-1000万円","大卒","既婚","プログラミング","PC中心"
"73842a65-8287-42cc-9cc3-0528a4a21469","18-24","女性","島根県","弁護士","500-700万円","大学院卒","独身","ゲーム","マルチデバイス"
"5e5c7e1d-126d-4dfd-9439-93cce35ee7a1","35-44","その他","岩手県","研究者","300-500万円","大卒","子供あり","プログラミング","スマホ中心"
"f039c350-e1b4-4346-9c24-ea4999ac97f5","65+","男性","富山県","アーティスト","300-500万円","大学院卒","独身","ペット","スマホ中心"
"88033437-c207-4a8c-b275-b306581a4121","25-34","女性","茨城県","公務員","300-500万円","大学院卒","既婚","プログラミング","スマホ中心"
"c0c4903a-49bc-4265-9027-849fab4af7ae","35-44","女性","秋田県","フリーランス","1000万円以上","大卒","独身","ゲーム","マルチデバイス"
"ec9c2304-3e97-449f-9967-f8c14865f007","45-54","その他","福井県","教師","300万円未満","大卒","既婚","投資","マルチデバイス"
"cf09b585-973b-4a8f-8aa0-d3b5bbf49c68","25-34","男性","埼玉県","経営者","300-500万円","高卒","既婚","料理","マルチデバイス"
"87c5ecdb-c09d-45ae-b8db-fc5c67276fbc","55-64","女性","山形県","会社員","500-700万円","大学院卒","子供あり","投資","スマホ中心"
"9bcff5cb-56d6-430c-9f25-b641debffc4a","18-24","女性","島根県","公務員","1000万円以上","大学院卒","子供あり","プログラミング","スマホ中心"
"b0dfc23a-e70f-4e58-b931-b12886272508","25-34","女性","徳島県","会社員","300-500万円","高卒","子供あり","音楽","スマホ中心"
"3927c7bf-5b11-4987-9a1c-d76fc5c046ee","25-34","その他","高知県","弁護士","500-700万円","専門学校卒","既婚","アウトドア","マルチデバイス"
"514b95ca-4f18-4d5b-ad3a-de0926d53948","35-44","その他","島根県","医師","700-1000万円","大学院卒","既婚","音楽","PC中心"
"395b8dfd-cbad-4fda-b381-b9195f1410b8","35-44","女性","栃木県","医師","1000万円以上","大学院卒","独身","映画鑑賞","マルチデバイス"
"3cae4bb8-69ca-42d0-876f-5f17891032db","25-34","男性","新潟県","デザイナー","300万円未満","高卒","既婚","旅行","スマホ中心"
"3484733c-9e46-4870-90ea-93eb77e5f580","18-24","男性","岐阜県","アーティスト","500-700万円","大学院卒","独身","旅行","マルチデバイス"
"0df26003-b6f0-47fc-b348-5d448d47cd07","45-54","その他","宮崎県","エンジニア","700-1000万円","大学院卒","子供あり","ペット","マルチデバイス"
"6245fd9c-b5a8-477e-9a46-0de6edd4a6ba","55-64","女性","鳥取県","経営者","300-500万円","高卒","子供あり","写真撮影","マルチデバイス"
"6d89fdf7-8985-43c2-8418-ee1e1c13bc27","65+","男性","埼玉県","無職","700-1000万円","高卒","既婚","スポーツ","スマホ中心"
"63ec8686-aee8-4bf9-8be1-dbca531256df","45-54","男性","三重県","弁護士","300-500万円","専門学校卒","子供あり","料理","PC中心"
"7aae47c9-519d-4529-8606-ef2db5b4ad5a","18-24","その他","石川県","無職","300万円未満","高卒","独身","アウトドア","PC中心"
"c1ff4b81-03a3-4389-bd8f-97394a8251cd","65+","男性","宮崎県","アーティスト","500-700万円","高卒","子供あり","音楽","PC中心"
"cd1ee28e-e47b-4b7f-8eaa-7dc3219561cd","25-34","男性","埼玉県","フリーランス","700-1000万円","専門学校卒","子供あり","投資","スマホ中心"
"af829ea9-c902-4067-97b7-e4eba63ca10f","25-34","女性","静岡県","研究者","1000万円以上","大学院卒","独身","ゲーム","マルチデバイス"
"470f91f1-0eda-4469-b339-0134be8f5e73","18-24","女性","奈良県","デザイナー","300万円未満","高卒","独身","旅行","マルチデバイス"
"fa40986f-063a-4674-957e-46a582e25f6d","65+","その他","山梨県","弁護士","1000万円以上","大学院卒","独身","プログラミング","マルチデバイス"
"3d82764f-acd7-477f-ac44-ccdd3b27ff55","25-34","その他","高知県","教師","700-1000万円","大学院卒","独身","ゲーム","PC中心"
"6b04bd98-ae7d-4db4-8fa4-bf57f7d14bad","18-24","男性","愛知県","デザイナー","1000万円以上","専門学校卒","既婚","旅行","マルチデバイス"
"0a264760-bbd7-461c-bc33-39902f91b636","55-64","女性","山口県","デザイナー","500-700万円","専門学校卒","独身","投資","マルチデバイス"
"1c05a8ae-5116-4c6b-be5a-046b4a0f3bed","35-44","男性","愛媛県","教師","500-700万円","専門学校卒","子供あり","音楽","スマホ中心"
"1e0c06f4-24f2-4e21-be98-da9e7d853380","18-24","その他","沖縄県","医師","500-700万円","大卒","子供あり","旅行","スマホ中心"
"ff08ca61-e65c-486f-8890-b9a5218e7672","18-24","女性","愛媛県","研究者","300-500万円","大卒","子供あり","スポーツ","マルチデバイス"
"19970160-22dc-4c21-85f6-843e31849468","55-64","女性","秋田県","経営者","1000万円以上","高卒","独身","投資","マルチデバイス"
"3fe976ad-5fcb-4853-b38a-b1a78a6ebea6","35-44","その他","鹿児島県","研究者","700-1000万円","大学院卒","既婚","テクノロジー","マルチデバイス"
"d6df0351-ecad-489b-8c85-f8f6001c1d88","18-24","その他","高知県","無職","300万円未満","専門学校卒","独身","ゲーム","PC中心"
"198f0c93-9960-4fae-afd7-62065a99a818","65+","女性","福岡県","経営者","500-700万円","大学院卒","子供あり","テクノロジー","マルチデバイス"
"82a7ae92-37da-4bc5-bfda-63ab15b60f11","25-34","女性","大分県","経営者","300-500万円","専門学校卒","既婚","テクノロジー","PC中心"
"32afade5-6602-4978-b164-a050845e21f4","45-54","女性","兵庫県","無職","300万円未満","高卒","既婚","ファッション","PC中心"
"20101a8a-2f45-4f22-befd-e8514c736482","18-24","その他","福島県","アーティスト","300-500万円","高卒","既婚","旅行","PC中心"
"24790912-3704-4b82-9588-3e7a8b86e752","25-34","女性","島根県","経営者","700-1000万円","専門学校卒","既婚","ガーデニング","マルチデバイス"
"e0e39fd4-b2e6-40f1-a5fc-a9388728b402","18-24","その他","大分県","デザイナー","300-500万円","高卒","子供あり","写真撮影","マルチデバイス"
"51f3b08b-2f9c-4cf4-a3b9-0a8ea52c008b","35-44","男性","群馬県","会社員","500-700万円","大学院卒","独身","読書","スマホ中心"
"d270fff1-b7d6-4f9c-8212-09c12eaf0e61","25-34","女性","三重県","教師","700-1000万円","大学院卒","子供あり","ファッション","スマホ中心"
"5626c4cd-7eb8-441e-be6e-f83f075b29fa","18-24","その他","山口県","主婦","500-700万円","大卒","既婚","旅行","マルチデバイス"
"61db54da-2cbc-47bd-89e0-60b3dc5fccc7","55-64","その他","兵庫県","公務員","300-500万円","専門学校卒","子供あり","ペット","PC中心"
"6f97acd8-185e-4906-92f6-710573e7c5b1","55-64","その他","千葉県","無職","1000万円以上","高卒","既婚","映画鑑賞","スマホ中心"
"797e303f-b7b5-43eb-bfce-2f618bba7832","25-34","男性","新潟県","医師","500-700万円","大学院卒","子供あり","ペット","マルチデバイス"
"1e57cca9-cc71-4567-8d12-6bfd61956758","45-54","女性","富山県","主婦","700-1000万円","大卒","子供あり","読書","PC中心"
"c31ebefb-ec51-4037-8ce7-dfe2913f9e60","55-64","その他","愛媛県","販売員","1000万円以上","大学院卒","既婚","料理","スマホ中心"
"5ae53159-4d46-47af-af3b-052122cb8539","45-54","その他","広島県","フリーランス","300-500万円","高卒","子供あり","読書","スマホ中心"
"24ccb85e-2723-4dda-b949-ddbaf90d4525","25-34","男性","青森県","主婦","1000万円以上","高卒","子供あり","ゲーム","マルチデバイス"
"7c647916-1865-4b79-9625-31a7da24f67d","25-34","女性","茨城県","アーティスト","1000万円以上","高卒","子供あり","旅行","マルチデバイス"
